"id"	"prob"
40625	0.900694253238428
14191	0.193422868575248
5011	0.309146783344266
23277	0.78301166009871
29766	0.00133581482501628
10295	0.00899854970241269
36354	0.365057896340663
4688	0.798911653462833
15064	0.9825075213091
40064	0.71144768734981
9192	0.536367395244705
921	0.0324155135675187
36266	0.659690933990292
4194	0.961752168434824
317	0.183666488768744
39884	0.983087900092209
14543	0.0539028858719522
10821	0.727281807223079
38628	0.685074738777979
22374	0.267393068567784
15099	0.0127449375958965
30860	0.00419053365641383
18803	0.0951791048471947
35304	0.982757399721792
46052	0.955189447346804
39320	0.727254982323925
36190	0.673316593900456
18383	0.528739732780344
3204	0.993951143832472
5981	0.105224826006069
44840	0.613945423507523
1850	0.779058132742538
5794	0.485885448551809
3721	0.765127527547328
18702	0.843529435109457
41183	0.0700670088043826
14851	0.803363350172325
8309	0.825636132255312
2547	0.0374501556117208
40386	0.702578709123
40796	0.85016315460507
11416	0.84471494208057
38327	0.739717004708055
39298	0.226841312225805
7332	0.0335981107409182
13010	0.477682591214844
10096	0.0360857705425958
821	0.9830584974206
27033	0.933833025099484
43034	0.0456880889829838
1979	0.860152975820646
40027	0.597313372611719
32043	0.176190907257427
19579	0.668458746378609
19023	0.129194215967784
3520	0.713828303702844
33984	0.126385899729893
27925	0.869517731680151
14180	0.889304414507873
44388	0.189143651191169
27448	0.936608700625515
31313	0.788216411822848
33015	0.000292800157058196
16918	0.130328093387588
32555	0.388637153932091
41118	0.0159835119434499
38497	0.922747380044949
15765	0.275442148894597
16117	0.939664367258029
12853	0.925452091225304
49945	0.781660251250591
40692	0.00114422819296917
45627	0.960722349508566
15587	0.401336044995291
2587	0.146244573602478
46670	0.0287512149200988
25141	0.595315825868839
48381	0.949644352027841
37403	0.101249752467011
48933	0.981746235288867
38037	0.0287214032515127
38847	0.0590374269715067
17374	0.429108074754562
12330	0.885147916503994
46193	0.660826473641895
30011	0.131690799439155
3872	0.280873542879602
44803	0.268301380618183
49156	0.867178291546731
49197	0.721326801381051
16584	0.0353970461552476
15409	0.957446139246009
28493	0.600187519138587
8074	0.0877841984967403
13228	0.0216637363040067
18906	0.643409526947588
38719	0.532579746568748
20570	0.825966529198219
14311	0.142579833038255
36777	0.966835776236926
43208	0.310089652826239
15510	0.999713547743758
27778	0.912700322092118
20452	0.997729588892908
7789	0.670007834234732
44199	0.0723415402185111
20987	0.0342686602112222
11165	0.906673353642433
18633	0.189174842591594
28051	0.969982297043454
49668	0.105361057256015
49046	0.324051223763346
29022	0.990119461970181
11029	0.983020720179241
1567	0.369349811877418
45385	0.920954927964618
5759	0.682301787228606
47843	0.948434637119112
33768	0.622345012553536
39373	0.227439083936291
30957	0.926355550108282
9105	0.00652133350443248
18148	0.821724039692021
18479	0.788084472201703
20095	0.623475248580746
2963	0.649337605049125
30783	0.242761370448647
2690	0.925321195473229
34501	0.0702580871972687
21048	0.482526570800293
35976	0.0245510771917447
42624	0.899271248676095
4611	0.000797964744983625
26068	0.738872757999509
49122	0.77778706956691
608	0.394103667302554
14574	0.702292980627285
47297	0.813122900473765
14477	0.671950195459758
2749	0.96228463295044
37426	0.0417971260901019
46001	0.00314564991960585
5872	0.00522877144547026
45825	0.0550133044616626
23160	0.826404922677046
35116	0.940626475537834
39212	0.725859698219455
23426	0.066854725554606
29502	0.756365953867112
4601	0.0515115981443462
3037	0.796938993789439
34344	0.328638730287561
40221	0.201097532390583
7249	0.00205791824042509
21071	0.0377800751012825
31893	0.727935139943663
49109	0.0122903527158662
39295	0.0562112787582658
37477	0.078495534353731
37851	0.639919147773021
3281	0.331677200367887
7501	0.120609658793498
37811	0.191732824575945
17990	0.945799673316581
31462	0.987912438152697
7395	0.562141101377092
41805	0.0305485560235879
22067	0.120594488889639
17652	0.749403666890775
33813	0.515755965226915
25729	0.873551612439867
49449	0.970317119013905
5168	0.0166292205947433
47555	0.718197011078607
41581	0.218862635148449
1751	0.830531670198106
24823	0.82938591811191
35076	0.125952246842643
23934	0.349963395321146
42286	0.91004134529305
38908	0.263394504944946
46736	0.830885923313588
49894	0.0387354483854755
43417	0.599459121226905
27874	0.734649933443727
35115	0.119118885021201
41034	0.126807271337056
49871	0.489263815478697
16264	0.455260088553061
11007	0.202241969219855
36886	0.071611505269066
33909	0.915118057388295
23092	0.219349920463507
47573	0.298383672762019
44278	0.00785662974173301
31829	0.0168115367204183
5706	0.0728409537698995
28733	0.343219520139314
2272	0.978555604476023
33993	0.994923443292057
10579	0.0755025017077378
22371	0.554697919006703
24215	0.174258988263409
39089	0.946312644018302
8700	0.0942730523050635
22766	0.0432735220922557
14800	0.710684873921274
23846	0.320713636367944
16472	0.738317883252452
18773	0.892497675736042
35208	0.000513571191746063
37720	0.0313165944511835
6532	0.291682283083286
445	0.0744964283231855
34462	0.120526626203662
49176	0.00724074973657399
8549	0.0372623421223817
23670	0.0893015091194059
26419	0.92934464302281
13872	0.391278385237531
29351	0.950437480842754
13652	0.00507542815849608
16087	0.0561089979879296
49124	0.876027116047606
22665	0.0226463501838212
40558	0.452641007272205
36392	0.00417255522181956
16648	0.986067155202539
13240	0.481281185586007
43160	0.918057265076922
26151	0.0339427843536004
27657	0.108804743835601
19734	0.992553954947251
7801	0.0554535000548332
41590	0.802438893105116
16115	0.0518879817192137
18001	0.694472279188117
4691	0.994636808728128
25943	0.00390146032177887
10129	0.762847472573441
17075	0.00683791039452784
9746	0.183507724376103
37357	0.88344265240255
46790	0.796144932051092
31916	0.0256465607754055
45496	0.155619161871974
32000	0.0720115712045914
5822	0.303713971607641
1654	0.111700077986494
6502	0.763790455437033
9977	0.748543113664223
42101	0.513571946672629
37812	0.139815507613537
18282	0.202535765963605
7646	0.734706448404533
36828	0.194212586245815
48286	0.917848871508426
23483	0.163098652572864
4604	0.0847868499355116
9899	0.117387352485755
18930	0.722657395260451
4702	0.22954068541403
23547	0.426389866491974
45161	0.58493084880775
44877	0.147173191616398
2185	0.914413261488289
4398	0.832969179513407
7343	0.59190708975448
45419	0.372821777749414
2367	0.620748037422971
10217	0.954240081910429
25596	0.475240448893216
28521	0.0628271111237376
9230	0.971860320828392
27916	0.863657579459257
35184	0.542135959031627
38386	0.391208304588711
17414	0.881810550501135
39168	0.999350715361516
39753	0.0455216845000345
28212	0.834524526230194
39698	0.846777612880323
15666	0.524282004024623
20470	0.881085574369084
48447	0.00106509773529673
15508	0.832913992073814
19498	0.0150139365148792
26187	0.0360841971225407
6738	0.864764932449039
30262	0.201796624996982
35122	0.169223240807501
22706	0.540547793943056
13929	0.905675791936085
1506	0.0937560659444045
33658	0.99915095060638
11714	0.331390128638546
6045	0.849367213957579
46141	0.856279688994735
34930	0.569670772219769
26376	0.619604722106724
13922	0.0574189933689522
33012	0.998437660359884
21450	0.239732081481849
23651	0.549063364848155
41571	0.0840504157487263
34246	0.456061519240162
19391	0.168430936830528
10635	0.00242978754123687
26697	0.957157117573347
19061	0.0166865532627118
13479	0.231972962783816
28079	0.80408198993065
35341	0.875011641571553
10977	0.948941088052456
19359	0.996660610378537
19633	0.179982764260897
28784	0.116414316483067
29241	0.889410877109183
43319	0.963096967156249
6347	0.979112990058002
6878	0.549843369268857
21094	0.0278861183363959
30794	0.810496165001717
19272	0.983604821466483
43845	0.954386770465137
11785	0.8263310394524
5368	0.623687580807456
33362	0.0118771039371136
8031	0.118551711513616
41532	0.582130375892819
38341	0.485494945585006
19616	0.857452996849235
40790	0.0512383699964274
36797	0.91797866312846
37205	0.987779273125161
1050	0.883358109892534
44631	0.999415229719883
19513	0.00670159166591184
35712	0.949079968059894
43785	0.169323801797622
15334	0.064594882573333
26494	0.211404299734536
43173	0.00298035092937671
30186	0.25684561784427
7647	0.280491344245778
10189	0.823512947755246
28000	0.691791863895437
6888	0.00186501991013793
25428	0.333132799907109
31599	0.991640191643113
42845	0.278439646472638
17943	0.973782483829817
49254	0.250302943282942
1074	0.991415721071711
26663	0.681959478348319
36530	0.859006798623134
17840	0.199564458932408
33228	0.768957138739414
37143	0.785234388085941
22829	0.0487338699835611
4036	0.111667563671895
17006	0.304648282354177
29787	0.720036538112181
31184	0.948791861073349
11191	0.0544807998999227
28294	0.832127806852149
45700	0.112661283996248
43168	0.667016857401948
14534	0.958625895290687
37077	0.882610759855494
28585	0.276144539948446
12293	0.986393358325615
34749	0.468556543153005
41210	0.717653295012965
17818	0.257707235399385
47694	0.201080707721726
19247	0.99979128104906
19492	0.986480169396904
45538	0.782033494740448
26830	0.393941833194204
22891	0.832178927515052
18556	0.95328624877835
22768	0.93045293068358
34350	0.970784816935273
7693	0.994608412549801
42158	0.835975443624659
11619	0.0863249155796532
29777	0.532965081214203
35062	0.0659479053699764
45896	0.336599208383727
37729	0.468856499910986
34872	0.906922030296569
12599	0.217346968109184
27170	0.842428171951319
27962	0.146285957949006
35129	0.228791977849212
8216	0.0507872633526863
22923	0.946798357352793
4591	0.371382770396069
17412	0.993553357325373
44015	0.92712269614175
48782	0.828775232131405
39880	0.0188097392092302
5542	0.682558582874943
24068	0.578302873442831
35977	0.8380292964842
254	0.546474857064173
20704	0.807876671575068
37900	0.0808261747258536
6556	0.739224435519496
37898	0.933576725328668
30408	0.0414297726466034
34567	0.74365193053403
22514	0.992593683683956
17563	0.969972152927303
16632	0.026444717892987
19685	0.672667001452882
7085	0.906149939821297
1691	0.910194194035898
44914	0.145886569870493
7105	0.524386078940904
10270	0.177211399599374
37176	0.954583846476425
48736	0.224816057434962
31860	0.667396079547583
46548	0.584901693667618
3645	0.4104700496285
10013	0.922017867102743
49126	0.266498473839015
6417	0.234681962111495
33675	0.690498964051827
8813	0.583845563569914
30639	0.49435451053045
2069	0.969688325320322
21451	0.894323746860092
17549	0.00641509416553122
39578	0.0601980068498358
7079	0.371855307683189
8848	0.94039802681274
5964	0.496950861030463
8139	0.594743130733425
12371	0.609693348497413
42912	0.423594803287279
8256	0.0777412845638069
42927	0.946867191114189
23558	0.947161028913221
5594	0.0611237899535129
1602	0.853629658091454
33581	0.976115584873281
15604	0.903224165041486
30287	0.168473492695456
42098	0.503754956789579
31390	0.000506864412196794
23804	0.2813153771805
49882	0.0587510763370811
3239	0.932042253419842
41268	0.0893313661140419
49669	0.86257022673253
22562	0.11558106454743
20520	0.773253152031631
15583	0.0162127602749538
16780	0.728309903421322
49132	0.998064198860105
29191	0.940547206059765
21685	0.0256884993724353
44411	0.0124366593638091
25561	0.420833205517909
42864	0.00843740870966801
25143	0.0471736537979237
19268	0.107804246779504
26753	0.0285718686703011
21859	0.92135299831475
37445	0.022787729783557
12950	0.807515824929807
23020	0.595361922797849
44427	0.499000254306749
35270	0.900130489610013
791	0.00216407867855547
37972	0.865572490193989
12061	0.920940484588369
13877	0.960296318734402
29594	0.351229635882675
41102	0.929240413507322
29956	0.552540722876127
28019	0.30471848748082
23567	0.780506160726278
7247	0.949824412901165
47142	0.855728904045185
33417	0.0728978231761103
36642	0.216232163244308
24146	0.915187425497277
3171	0.346535500481489
28859	0.931143454317163
20936	0.96501388679899
4235	0.355807011060725
33649	0.00195883928923468
18872	0.817542660221458
31318	0.90034065005599
3995	0.828683325134146
28355	0.97684820658136
46755	0.0992980331984724
46526	0.672866409394161
27812	0.343694384533372
12971	0.279773973507761
36700	0.971835325962128
33113	0.838634834308594
4546	0.932359045080198
31692	0.00564759611228411
26766	0.0104090873776085
6430	0.173081244331951
27423	0.907588330255731
5854	0.961502901647937
38483	0.925676379056533
21334	0.000517644420852703
38089	0.841427870448064
35251	0.941265313330348
19681	0.00220888042969555
41352	0.894982646641106
45530	0.279722708941686
5621	0.785620850753149
40686	0.430629980639232
1151	0.955418434032348
24070	0.883268472851543
8420	0.825542449796074
46559	0.478255295173762
14554	0.997793193331825
14601	0.321719078538338
40304	0.536876201407179
15212	0.792080926958572
42792	0.978906883812438
20126	0.781562882991044
23390	0.870462738922337
41762	0.250689408179159
26258	0.338603030951217
15522	0.000151671524096464
49739	0.105094419660899
41864	0.604463189563811
12818	0.758313226328582
11245	0.456055893654983
37733	0.987089604742904
37945	0.822467935678064
7195	0.284216580619433
42198	0.592504849099479
5611	0.913707506004733
32075	0.91106354489611
21079	0.937589201596755
6446	0.916215376778738
20127	0.00978691410639465
18988	0.572050936232811
7566	0.471873893907504
10678	0.0596710790241937
45048	0.839998696241803
11748	0.742173168843347
34712	0.993890209078354
14131	0.0999452624552806
492	0.00275850618444497
30527	0.91179407563221
40569	0.0491703607709612
24984	0.535401999508983
29005	0.982439705310364
49597	0.998064728286824
1788	0.801148106440018
28671	0.421704552213198
10188	0.420466776949342
48115	0.482241475698747
24736	0.0302732772560436
18904	0.9793701035943
3566	0.934060405902885
18949	0.766274394643979
43446	0.878367964844316
49595	0.0312563032983812
42344	0.802939699955735
11691	0.201987883990093
40644	0.0815050569460944
24429	0.734025634306015
39492	0.385798842365746
8918	0.5077439990133
32903	0.0978662960810882
21428	0.909746288915421
29973	0.354637352933872
13806	0.446112388259394
4114	0.844334562548394
7333	0.789735829141575
41379	0.931392418226121
28179	0.0496176631620206
34011	0.0110819448579212
24138	0.0315029649417213
16082	0.481053218915162
4070	0.961542064805943
49682	0.0271380115187013
19506	0.931505489830317
48114	0.671766550524726
3641	0.865946397098467
2996	0.67670194132967
25794	0.525571790320223
11656	0.93655563667401
6910	0.705700512457575
30084	3.9358409666366e-05
39584	0.139197634522588
42755	0.521034994440259
16370	0.106914942912464
28463	0.219730641692786
8103	0.793006878504339
17363	0.916261966072743
6001	0.527787524101135
45179	0.000452447298613507
7769	0.309862804893859
40420	0.941349404241374
44587	0.721003898103465
992	0.973501001006417
42926	0.211597987858664
28393	0.996876823141261
46404	0.737007704226733
3527	0.517592785772492
9559	0.089392895845145
3033	0.858059162917951
33473	0.104636849920937
38622	0.846163688807779
